,Traditional,Robust,DeepRob,True_Labels,AUC_traditional
0,0.6299961845547106,0.5685516883628748,0.663580872056375,1,0.7222222222222221
1,0.07710694716203376,0.606361938312317,0.8123822057553289,1,0.7222222222222221
2,0.24028937541686116,0.21610154308538984,0.7914060782381542,1,0.7222222222222221
3,0.0023655243288625057,0.29913727810020646,0.6702550307068347,1,0.7222222222222221
4,0.6461672113364737,0.5286341059482097,0.7574245697994104,1,0.7222222222222221
5,0.005711246218999063,0.6192878002106547,0.7149810618400136,1,0.7222222222222221
6,0.14901076938442814,0.5310484611465783,0.8950342255063288,1,0.7222222222222221
7,0.9941762917078821,0.410785214568529,0.8012034438862105,1,0.7222222222222221
8,0.23260334142107053,0.726819271947286,0.7622863604580156,1,0.7222222222222221
9,0.3917635474003218,0.6061672534595302,0.6405489412492045,1,0.7222222222222221
10,0.6859817274620774,0.6090101179706565,0.702409194717335,1,0.7222222222222221
11,0.11778516104006008,0.39247474929170073,0.8134884931161228,1,0.7222222222222221
12,0.9990953229337508,0.5953661146589614,0.843380311525544,1,0.7222222222222221
13,0.3446099902378699,0.40678220532679726,0.7095824642382043,1,0.7222222222222221
14,0.2576056309074603,0.5406440753427505,0.8123181745911429,1,0.7222222222222221
15,0.6587914289620933,0.33634005864241795,0.9032455711632736,1,0.7222222222222221
16,0.6720657157006013,0.4933649288572581,0.5923763216485043,1,0.7222222222222221
17,0.9491329287327454,0.48016747997370685,0.7963168029231271,1,0.7222222222222221
18,0.03242573561144529,0.2739991842895051,0.8653409065030441,1,0.7222222222222221
19,0.22572928757052263,0.44263899191751543,0.7580464838226294,1,0.7222222222222221
20,0.11637762357667285,0.33731967569424787,0.8573641402145322,1,0.7222222222222221
21,0.021145061044982413,0.3913196924580447,0.8379341794683944,1,0.7222222222222221
22,0.007100477761840818,0.6056262431451436,0.9351842025045832,1,0.7222222222222221
23,0.7348751339943573,0.4656674685974319,0.8976552909837862,1,0.7222222222222221
24,0.11772615121372286,0.4849983817627144,0.7836223832432784,1,0.7222222222222221
25,0.4695504332593802,0.46635624029910766,0.7320252374737002,1,0.7222222222222221
26,0.04428455491032455,0.5091178457060738,0.8060634654930788,1,0.7222222222222221
27,0.017618006880256463,0.26045006895928846,0.7513017425996608,1,0.7222222222222221
28,0.10338754610285082,0.4406577206846605,0.6276982413113532,1,0.7222222222222221
29,0.5802488714903064,0.3964584522837789,0.7445276052742512,1,0.7222222222222221
30,0.18101553642372656,0.5684420868671336,0.8049343252246591,1,0.7222222222222221
31,0.9764240506532418,0.5595334522108957,0.6537889155968851,1,0.7222222222222221
32,0.3821162471613449,0.4641894577907854,0.7815611231048862,1,0.7222222222222221
33,0.8434626959899066,0.395425534805067,0.6898552187575189,1,0.7222222222222221
34,0.7145680767722643,0.5278370897631272,0.9085026702480017,1,0.7222222222222221
35,0.7345109209063145,0.5538695251692642,0.6614460927219774,1,0.7222222222222221
36,0.3344914350185667,0.5695294181796754,0.7736245107871279,1,0.7222222222222221
37,0.5572353021063963,0.4063237284948306,0.8863498170984234,1,0.7222222222222221
38,0.002223182718577207,0.4300759039331858,0.832223957075412,1,0.7222222222222221
39,0.23669983612467355,0.4818592064424037,0.8398752668815134,1,0.7222222222222221
40,0.25460792084441486,0.6259762981303583,0.8696911152202594,1,0.7222222222222221
41,0.7891978264220741,0.5763449635137644,0.7797474183416097,1,0.7222222222222221
42,0.0026961249871307147,0.39189977638578616,0.7763179684258658,1,0.7222222222222221
43,0.009654021097498498,0.30018615495313095,0.8651122710993466,1,0.7222222222222221
44,0.3108165909054563,0.4209622162992294,0.6791840830007506,1,0.7222222222222221
45,0.037995754946666745,0.698686496295324,0.810235962129514,1,0.7222222222222221
46,0.5370161691520581,0.5776612898278699,0.7969654843879307,1,0.7222222222222221
47,0.16721009392392622,0.5163755088618983,0.8212782691445292,1,0.7222222222222221
48,0.05822396756601957,0.6047625820155861,0.82909275996207,1,0.7222222222222221
49,0.0065251912922169005,0.38225287503074734,0.8216952551941945,1,0.7222222222222221
