,Traditional,Robust,DeepRob,True_Labels,AUC_traditional
0,0.49966390903008034,0.45355274727695993,0.6176286528020939,1,0.746031746031746
1,0.4878618232857441,0.3384687094254502,0.6970173644369971,1,0.746031746031746
2,0.4994289469153643,0.2169158070966785,0.6331074463701488,1,0.746031746031746
3,0.48920677757771686,0.2385194416821105,0.6622720586150631,1,0.746031746031746
4,0.5035046900520704,0.22923371566716752,0.6848989678085223,1,0.746031746031746
5,0.4834961725261803,0.42695916981889803,0.6285331238830623,1,0.746031746031746
6,0.49775837067412454,0.2288131694389187,0.6613968503252463,1,0.746031746031746
7,0.5189688558296114,0.43993953596322355,0.7838794296781045,1,0.746031746031746
8,0.4985124336087395,0.3847638872247467,0.6145734535719118,1,0.746031746031746
9,0.5032002503968974,0.4515104599561559,0.45497989080167617,1,0.746031746031746
10,0.507369751871826,0.35144898335343633,0.5863593125690498,1,0.746031746031746
11,0.4963827676805532,0.25853672922499216,0.8799418952781473,1,0.746031746031746
12,0.5126350761276187,0.38502887529125596,0.5628445933378332,1,0.746031746031746
13,0.49901524905315847,0.25607863230187566,0.6478892063281413,1,0.746031746031746
14,0.4986901203861602,0.39168043030507255,0.8642424999020453,1,0.746031746031746
15,0.5039183818073545,0.33402239979393417,0.7525413876603338,1,0.746031746031746
16,0.5021669319226783,0.44682537294880575,0.6962633806756117,1,0.746031746031746
17,0.5083833102613338,0.3497927958355076,0.7388198999111368,1,0.746031746031746
18,0.49056761966296325,0.17645635448569974,0.5928508594909122,1,0.746031746031746
19,0.49874217903160534,0.3177946110341815,0.6192393415456037,1,0.746031746031746
20,0.4933623390783284,0.2606473316246897,0.7489546917399417,1,0.746031746031746
21,0.4929314161360757,0.37950413842625985,0.8237627870354514,1,0.746031746031746
22,0.48709769146507587,0.41613422046616155,0.7254313961804971,1,0.746031746031746
23,0.5013882908832548,0.3412483542372989,0.8141170026589237,1,0.746031746031746
24,0.4960705693352831,0.4552139936063901,0.7261719535740718,1,0.746031746031746
25,0.5042346662306008,0.2332011492819798,0.610079657332596,1,0.746031746031746
26,0.48748259334811844,0.2733063139977274,0.6303699824582188,1,0.746031746031746
27,0.48660192939749036,0.18448373565622628,0.6877873822762087,1,0.746031746031746
28,0.49258140039177756,0.41660768606310905,0.7551835060326485,1,0.746031746031746
29,0.4976999285008301,0.3244782269853914,0.7154700763176318,1,0.746031746031746
30,0.496675888275491,0.2623653368137328,0.6539939410275287,1,0.746031746031746
31,0.5025886605617832,0.28984479560383275,0.5775395935670048,1,0.746031746031746
32,0.49416433708539975,0.3891334263847932,0.621506670541882,1,0.746031746031746
33,0.5024374355550568,0.48379471545413266,0.6931949055641732,1,0.746031746031746
34,0.49980372142106333,0.30916996501112476,0.6982181486501152,1,0.746031746031746
35,0.500659803721767,0.29018405748728693,0.7532267125952051,1,0.746031746031746
36,0.49539983394181303,0.3625239095754156,0.7645687629976439,1,0.746031746031746
37,0.49981019651478614,0.25660240412200747,0.7215341828314545,1,0.746031746031746
38,0.4859454565360033,0.3083377364324124,0.5982782772808721,1,0.746031746031746
39,0.5004885631555186,0.342110439139852,0.7337025822998023,1,0.746031746031746
40,0.4983983993029213,0.27822957790434993,0.768780455168206,1,0.746031746031746
41,0.5080996080020265,0.32284002792682476,0.7806116539855117,1,0.746031746031746
42,0.4849441398579683,0.48776460692480456,0.5575612554867508,1,0.746031746031746
43,0.4943509350589347,0.24807095855443823,0.6576169646926842,1,0.746031746031746
44,0.5023957882317448,0.31261670180591283,0.7793227085047624,1,0.746031746031746
45,0.49490866995479565,0.4802653565148332,0.5311285365376982,1,0.746031746031746
46,0.4927821990649438,0.37958164707720143,0.6935956953771784,1,0.746031746031746
47,0.4936161913697309,0.3003140011452562,0.46479762823660936,1,0.746031746031746
48,0.4966919745515061,0.29169496616207924,0.6842904600018439,1,0.746031746031746
49,0.49255906455489484,0.3406034446056144,0.6545845043949429,1,0.746031746031746
