,shape2D_Elongation,shape2D_MajorAxisLength,shape2D_MaximumDiameter,shape2D_MeshSurface,shape2D_MinorAxisLength,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_PixelSurface,shape2D_Sphericity,firstorder_10Percentile,firstorder_90Percentile,firstorder_Energy,firstorder_Entropy,firstorder_InterquartileRange,firstorder_Kurtosis,firstorder_Maximum,firstorder_MeanAbsoluteDeviation,firstorder_Mean,firstorder_Median,firstorder_Minimum,firstorder_Range,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_TotalEnergy,firstorder_Uniformity,firstorder_Variance,glcm_Autocorrelation,glcm_ClusterProminence,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_Id,glcm_Idm,glcm_Idmn,glcm_Idn,glcm_Imc1,glcm_Imc2,glcm_InverseVariance,glcm_JointAverage,glcm_JointEnergy,glcm_JointEntropy,glcm_MCC,glcm_MaximumProbability,glcm_SumAverage,glcm_SumEntropy,glcm_SumSquares,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_GrayLevelVariance,glszm_HighGrayLevelZoneEmphasis,glszm_LargeAreaEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LowGrayLevelZoneEmphasis,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_SmallAreaEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_ZoneEntropy,glszm_ZonePercentage,glszm_ZoneVariance,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_GrayLevelVariance,glrlm_HighGrayLevelRunEmphasis,glrlm_LongRunEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LowGrayLevelRunEmphasis,glrlm_RunEntropy,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_RunVariance,glrlm_ShortRunEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,ngtdm_Busyness,ngtdm_Coarseness,ngtdm_Complexity,ngtdm_Contrast,ngtdm_Strength,gldm_DependenceEntropy,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependenceVariance,gldm_GrayLevelNonUniformity,gldm_GrayLevelVariance,gldm_HighGrayLevelEmphasis,gldm_LargeDependenceEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LowGrayLevelEmphasis,gldm_SmallDependenceEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis
firstorder_Variance,0.02141588739143138,0.29115424085560077,0.3425546096156872,0.34569682576526245,0.46478436155441094,0.4648323302070689,0.2775713976741258,0.34569657976973495,0.30071483277716954,0.0584532507945392,0.7824432348348986,0.3488694382662311,0.40832875175108074,0.9645680063313768,0.2976621723129028,0.7477101244503367,0.9638951868627939,0.6043200427050128,0.6190605118062764,0.5369710099889513,0.8025247687310094,0.9666839243801434,0.6049087518691616,0.3488694382662311,0.3253227690714229,1.0,0.41660294121650254,0.9316950007880268,0.8475621402049981,0.5060733215998701,0.6631520424253874,0.579652840035823,0.6613738750193712,0.5093166669554767,0.6951896090089679,0.7206709926400798,0.5143643848473087,0.5953224840385289,0.9093667209071157,0.6562695285372374,0.713853396368837,0.2964929962116423,0.05014029547657438,0.16935326899107855,0.5539660301502908,0.022236677381735487,0.2960850763084219,0.5605437127229044,0.663022725984149,0.07500292361700847,0.32650077869213023,0.6381164381459198,0.3656866242136476,0.8666471747412264,0.8964283670139138,0.8468299662327785,0.024255242676502507,0.07351867607038715,0.6593675033478945,0.692275776640467,0.010074610168406644,0.21684582320274678,0.8793733446830152,0.7142948098042083,0.8898268330037669,0.14271315930316852,0.3251982110656859,0.6577593247786613,0.37027381626781425,0.7716029470880101,0.6754904636154025,0.31008391048838063,0.0267882858995374,0.6831338305998631,0.24984298878576683,0.7223556682516529,0.7393673606005493,0.7789911451652056,0.7405680576528669,0.2523003324815765,0.10006585269287993,0.0074048182525858685,0.16050214841470056,0.5356585988120712,0.23667185825248782,0.10314292234611853,0.8533623049610589,0.1416619883258441,0.5987383809279659,0.7583961544414486,0.16577240988826178,0.6646266803719862,0.3716700071114683,0.7943377837067678,0.8499611856949679,0.7981050580377919,0.025648244896341234,0.6448916224470225,0.49093428247994664,0.4327665149217468
glcm_Autocorrelation,0.09238291658878345,0.025224758640062742,0.031015919881958377,0.021833043961188663,0.09980754335551617,0.0860950346110207,0.13674887670562313,0.021832013055259038,0.05508422126094736,0.08649960993838278,0.3628884815980785,0.023843820270909723,0.16070473049060308,0.4105571745074318,0.053877616111266916,0.24337221865950368,0.4078169906370318,0.3140459356666546,0.336103473443328,0.3772712427337384,0.34483188434336803,0.4106614704259376,0.31425627221446434,0.023843820270909723,0.09338055049083373,0.41660294121650254,1.0,0.46737743444692326,0.42409309914834636,0.2762973950313322,0.3543862677961519,0.3059966814931255,0.3344226277730597,0.27847255359713724,0.34408914274893104,0.3511270109571224,0.280417802389299,0.31189101412011394,0.4067771636336464,0.35935107291536966,0.34772593755131953,0.9883342732481233,0.09252342380419203,0.10263830448378045,0.3713691319945607,0.07875127732495239,0.9886752593547461,0.25514990355334194,0.32480833543377285,0.09483539495747324,0.09585766916247034,0.3109016260782267,0.9942884185294741,0.3969537818564071,0.5778756884893774,0.0798822555157693,0.7905264510483987,0.11972108507508557,0.3578232883176946,0.3645475460085164,0.8246089025903072,0.8011787618458792,0.4177772513654402,0.3685584384419292,0.39897936740949114,0.05714788357214266,0.0936584608626037,0.3214882175033165,0.9949366420248354,0.3798359521051851,0.9154426569480083,0.6378611097078499,0.8009313944102856,0.3027336503078373,0.027413227172887654,0.37110344574406384,0.373784815887023,0.3805472830960654,0.3746971610701025,0.9703170827607732,0.8151966466362391,0.23406716166935154,0.08687427480945495,0.25814974033956106,0.14935900187063425,0.013449702862414653,0.39524108675827135,0.08297451280973131,0.3122010163130696,0.3598998271806452,0.04446019707091525,0.3251123738059898,0.9951246292256685,0.3713317817823346,0.5898274736052446,0.0662483365906886,0.8033020242275557,0.3349221823343254,0.2024233031956692,0.6894415464422006
glcm_ClusterProminence,0.012598941031717046,0.1765819224791424,0.21059051885883817,0.20170110112154338,0.31548260993476596,0.3337352657891335,0.1554545820624128,0.2017005713212419,0.2596132507660815,0.013744243273774333,0.7037881131905589,0.20462740476896288,0.5939741156963525,0.8942125197155268,0.4025843785883395,0.5969395377065221,0.8912230678798195,0.5313916840249415,0.5474163657097392,0.40015476211178613,0.6289158724898577,0.896064289116907,0.5319579335236105,0.20462740476896288,0.4980962072597531,0.9316950007880268,0.46737743444692326,1.0,0.9591227368953645,0.4066394319267796,0.697878956773545,0.47453122452641167,0.554227563991455,0.4110917608757645,0.5866302478671424,0.6123525100713968,0.41406241655982057,0.4892506482928775,0.9308033482879645,0.7480774968452727,0.6046297467059346,0.3383429683174677,0.11560312549635104,0.01545263205548523,0.5178172167349072,0.12176128777196987,0.3389993183563396,0.7262904323543928,0.8256016723583428,0.0842643767770994,0.5011215657981143,0.80334150257192,0.42296572371757096,0.7778644720241695,0.8320361116160779,0.7883100020091633,0.04646559342180178,0.06441477388020309,0.5666124513559484,0.5981148166790115,0.09664621139169097,0.12728008708888083,0.9466164490892868,0.6197838267958976,0.8042190497645836,0.02041177491306014,0.4984366697792961,0.8211581632507124,0.42732031114107655,0.6784488584128111,0.6719315374998653,0.33764147492554286,0.04085458957911115,0.8302038250307416,0.1067048102171781,0.6278400691377185,0.6454846032167123,0.6866564341136823,0.6461127811586065,0.32719604323838003,0.02498250314844894,0.14206492930970085,0.002876895833310161,0.42174891745481413,0.06665495777403646,0.054639763604622436,0.9112743520577672,0.0004776816350834644,0.4873106671895246,0.6476518447201385,0.0016292257262740656,0.827278102319774,0.4285933994181625,0.6876854721992246,0.7730862074132919,0.7141065996989809,0.0408593024003873,0.537523306979042,0.3541926365982552,0.3174303234954496
glcm_ClusterTendency,0.025188445256913994,0.18662489829258636,0.20191314064898377,0.1737026130942951,0.2704845278772853,0.3026215066842475,0.18887775701584744,0.17370192416833713,0.20591059883357143,0.08389622423102197,0.7093676282017427,0.1765480825912565,0.7612082530745075,0.8614461676016223,0.6033816010993635,0.5592325188453402,0.8540241826000217,0.5572950634586779,0.5702552429215338,0.23663378350819944,0.5321018557493603,0.8607606940149642,0.5577688045987479,0.1765480825912565,0.6857099848955024,0.8475621402049981,0.42409309914834636,0.9591227368953645,1.0,0.31320326444326596,0.7261665699304101,0.35472984815712066,0.41091322522196805,0.31936807436259596,0.4307260652515036,0.44968581994914136,0.317107301892114,0.3637024074847663,0.870538753623729,0.78944713897641,0.44319908850763573,0.29338257627813247,0.3365392243826847,0.23696487972286956,0.41332857725156436,0.34973111425430053,0.2951676036213088,0.8794950705836538,0.9106687319846295,0.10804944384428675,0.6862693141532541,0.8927495166186026,0.3852877606352583,0.6069979541478867,0.6704954994419585,0.6587278841693174,0.1057676888243284,0.03875066784128005,0.4201616917066409,0.4444173141802901,0.14026064132656588,0.0392007680833753,0.9523221531193211,0.4631277392892476,0.6337975129816478,0.06299667727852253,0.6855689655080942,0.9072969905996962,0.3884279595530287,0.5139990698466654,0.5608293301406778,0.3381104929677155,0.10337540692681632,0.9354899950372499,0.09721164466228088,0.4702488160424799,0.48530106931383693,0.5213385452781193,0.4856641006843804,0.3143936162424765,0.049370692831611065,0.11978127195038671,0.023268525513432142,0.2972453911002551,0.0832924516397489,0.005779000009036694,0.934918069706539,0.013338900614564825,0.35902661504583905,0.47558641532110885,0.047057360076698626,0.9121662175927419,0.38924155209018785,0.5150360441410174,0.6078340902116008,0.5825959128555912,0.10405552067186073,0.4006890638131641,0.2335526385404248,0.20931506738586783
glcm_Contrast,0.17636844394418172,0.47572385049745486,0.5325201014853029,0.4921680733078979,0.5340798939873752,0.5605461071079811,0.38330106810736303,0.4921676747969175,0.41183621020560757,0.21192704062412374,0.5709537292770651,0.4935499325975303,0.266343659343608,0.5912768032234342,0.2411879272478365,0.7502252007934358,0.6050875792357587,0.49030796943613125,0.48988161244276995,0.6104627312467832,0.8348263175183528,0.592883144799198,0.4905027498326629,0.4935499325975303,0.28519826186263936,0.5060733215998701,0.2762973950313322,0.4066394319267796,0.31320326444326596,1.0,0.8112461490486592,0.9870466513706769,0.9470386303285632,0.9998223789802895,0.9161308632020023,0.8916131650473621,0.9997409820471314,0.9803810620292384,0.632388451160341,0.6768703548175034,0.8958748774393164,0.19220635257383398,0.5428586510063581,0.6994919414793189,0.9207060730308436,0.4862667359195571,0.1927187641036627,0.06678177877857461,0.10679563648083867,0.3961598435322458,0.3101506015005057,0.14745447365794934,0.1770600633432004,0.7281750543766067,0.6442866106957956,0.6261478874967311,0.2687240253933437,0.2656541522184006,0.9283084352827612,0.9044528363437608,0.2672411046880229,0.49268586284056304,0.5014666109350647,0.8910924301293014,0.6838561525411208,0.45831022563086504,0.2914293544950276,0.11444028289253282,0.18292208764513362,0.8421664138368076,0.525326075792632,0.10657883678771139,0.2615228343697518,0.07806142316580898,0.4275706906522262,0.884293135105884,0.8706934011121991,0.8349893545784377,0.8694124676565211,0.052072716501198074,0.34084866340290537,0.2530190431132485,0.4130992886110329,0.9509396933764046,0.8906398569058794,0.2544018065921192,0.5671328061769585,0.30497593994467426,0.9773952022284748,0.8499894623661922,0.4772948912531669,0.10276321416607319,0.18483488047437233,0.8222295715702855,0.7339205782035491,0.7408085699837804,0.257746593988347,0.9552802290957814,0.8324974428866081,0.7665689452280121
glcm_Correlation,0.16964782407703777,0.4643019004441512,0.49772808668778445,0.4578539815128461,0.5066528509721363,0.5345717032900744,0.4333059464675637,0.4578531623931213,0.3179598299456919,0.22524080298380522,0.7231499395387538,0.45980877713060314,0.3221198623505303,0.7844413018767709,0.2716851867006909,0.7576169878418019,0.7920237072206116,0.6052158526344116,0.6052123923429688,0.4282876291643674,0.7653398151183636,0.7837927057831402,0.6054919478311122,0.45980877713060314,0.2965998843055181,0.6631520424253874,0.3543862677961519,0.697878956773545,0.7261665699304101,0.8112461490486592,1.0,0.7973955414472768,0.7698297420843956,0.816056374506346,0.741906551978285,0.7241306641896802,0.8102000373776096,0.7913337152927536,0.8310439896608334,0.9556389710517359,0.726057286248371,0.2299721715248291,0.02367134869979199,0.19736906350357056,0.7848475346743612,0.024721924469827745,0.2323058206892162,0.6213465694029566,0.4091611510445399,0.267256899355494,0.27230321754975084,0.3732608286690777,0.2678975808882163,0.6568185089081514,0.6223592108956887,0.6512521461527765,0.09897854324423853,0.23012896944313369,0.7655864556031079,0.7502521545309784,0.10258237026433295,0.31304368808156746,0.8377337291366679,0.7440083986063619,0.6319115865429727,0.3197383461012458,0.2906091146784784,0.40252470931605416,0.27271432681745983,0.7182267592545559,0.5397693906087189,0.24236853483241874,0.08968001729860577,0.6054844673381733,0.3900086093051227,0.7407316435887434,0.7335757017027623,0.7145341401069976,0.732425717475697,0.16525890013417954,0.16462750071438825,0.1765701129807407,0.34910876444148076,0.723928359229927,0.5022965294912201,0.24188936099012176,0.8963515518283373,0.273974233676981,0.7841983233763228,0.6919363365776312,0.3361959943929881,0.412624013096756,0.2741338751201221,0.6875175953057168,0.659728118836724,0.7045488179877425,0.08540936969375491,0.7814263037180783,0.6209591792991583,0.5799572735391112
glcm_DifferenceAverage,0.16006988733979394,0.45187949130474425,0.5128673041415471,0.4770163159014998,0.5238936123578077,0.551548538106953,0.3592137897234841,0.477016063467496,0.4096928182771801,0.16455528440409892,0.583077145169508,0.4785976297353313,0.2637084197405206,0.6365724667959164,0.27473693321996784,0.7619203550896034,0.650601760641574,0.48342995546319056,0.4841629430553689,0.6711927845307964,0.8689886642174207,0.638915853288009,0.48369679849370495,0.4785976297353313,0.3000767513521679,0.579652840035823,0.3059966814931255,0.47453122452641167,0.35472984815712066,0.9870466513706769,0.7973955414472768,1.0,0.9858824136395978,0.9865173140447064,0.967811681396722,0.9513874672010276,0.9903349811479655,0.9993042662824185,0.7000688692842743,0.6848554032563605,0.9544628120521266,0.21875508880175287,0.5922901300705035,0.7414861739406596,0.9409989510291736,0.5421021700963323,0.2191352747125375,0.059898381867047906,0.05838744145835239,0.3605477274141252,0.3213991081481945,0.10035387736519867,0.20989384723165255,0.8169348160371562,0.7338074433194195,0.7099795294593074,0.26388299977277757,0.2186032651504215,0.9731238976526171,0.9585491809584173,0.26408597845521375,0.5006796966508467,0.5486876453850312,0.9497970407620354,0.7769186427506811,0.4329438746034551,0.3055007435630372,0.06725945579061213,0.21608833795098983,0.9135132376143574,0.5869132481657816,0.13683732723045886,0.25889740481989637,0.10357033534303973,0.4002568865352046,0.9449720046445762,0.9351954054986052,0.9078726297153974,0.9342372236313132,0.07487232612774683,0.34388253338746644,0.20280521335827892,0.36470559389339424,0.9655974122260935,0.8791453144925717,0.20172869247221342,0.59566576389208,0.26677949152107033,0.9980598033400963,0.9208103941448529,0.4554422034753207,0.05552557112960588,0.2181212882678345,0.8983274942498599,0.8138153610886872,0.8120753726579993,0.2556473057781658,0.989651837229771,0.8520879398725151,0.7808583048356029
glcm_DifferenceEntropy,0.1350657050537523,0.41536943709623403,0.4793114682063919,0.44922083787262634,0.5060440524586051,0.5329585369607065,0.3251840489951074,0.44922071239561767,0.4039594075209149,0.11244340467937221,0.5955995051625379,0.4510298825693412,0.23214567154537488,0.6855551829617226,0.2808975828513091,0.762684746642104,0.6989658620424322,0.4758700188477994,0.4785255790796931,0.7146722406432526,0.8875369826626749,0.6886180308350434,0.4762168464072127,0.4510298825693412,0.28670193704189934,0.6613738750193712,0.3344226277730597,0.554227563991455,0.41091322522196805,0.9470386303285632,0.7698297420843956,0.9858824136395978,1.0,0.9465183168297917,0.9960704898399141,0.9891908318006873,0.9536393384829097,0.9913052892434652,0.7650005436077499,0.6808222567829413,0.990657875000668,0.24347386801687898,0.6119485571514764,0.7515329530060156,0.9358032320872915,0.5693438363365921,0.24360910524016427,0.0720002748714119,0.016918093224344097,0.3076127413046887,0.30340087187690035,0.024972422303498706,0.24360847137447367,0.8958050487979311,0.8191718371065283,0.7892606055330359,0.24493660805697043,0.16359068565366164,0.9925324376736784,0.9888183235379512,0.25003721534801154,0.48973180505752717,0.600332207151074,0.9858547313625423,0.8632137629882469,0.3884453149789229,0.2910774712479713,0.007453095023123359,0.2500986473521114,0.9660590429669507,0.642315536490563,0.17291267421123396,0.24249016440287893,0.14920985794313982,0.36107631403302093,0.9834877549765626,0.9786158979275646,0.9625219552640474,0.9780670702630522,0.10124702752092359,0.3315079523357166,0.14358014550310888,0.30656978495263176,0.9550198799871599,0.8341752834865153,0.14562160784064715,0.6262756350887614,0.22017813774830516,0.9914627932737572,0.9721532524098425,0.41398469138864824,0.018966818212251615,0.2522359302202563,0.957551805985976,0.8836163178240442,0.871709228086175,0.2398766527643918,0.9979693767346609,0.848900576795067,0.7710064514352561
glcm_DifferenceVariance,0.17601351251764352,0.47906275828880857,0.535769896942085,0.4954941724028053,0.5390310667641589,0.5645720261385109,0.38808258911179067,0.4954937605699486,0.41377877132335383,0.211195689730349,0.5735487738759592,0.49687376430934554,0.2577507628875725,0.5951574840111877,0.231829358700734,0.7509495524586828,0.608901022013214,0.4919735119566526,0.49164758291512917,0.6092960811080355,0.8349071986163143,0.5967397878867661,0.49217036888725185,0.49687376430934554,0.27610522826428474,0.5093166669554767,0.27847255359713724,0.4110917608757645,0.31936807436259596,0.9998223789802895,0.816056374506346,0.9865173140447064,0.9465183168297917,1.0,0.9151917622346067,0.8906201961297063,0.999512033304337,0.9797729948495387,0.6362983649244859,0.6814371883916225,0.8948811082133984,0.1937554450053208,0.5348283986100767,0.6928861939984627,0.9195951596977733,0.4777703765989022,0.19428203788982712,0.07552665281427377,0.10028553482847001,0.39765137325668604,0.30117684628645386,0.140879174720743,0.17921090137361442,0.7280915833526692,0.6450315690662602,0.6266804618460914,0.2694859977092408,0.26950607105211843,0.9272374915441075,0.9034155741104896,0.2646732482138533,0.4935355996357013,0.507383272342132,0.8901801683234829,0.68402487881085,0.4594046849735971,0.28236159449668774,0.10781778751252788,0.18511454048951628,0.8414501007987608,0.5267510451302487,0.10621190351018514,0.26212389642169787,0.08625840807663168,0.43105186663538037,0.8834051581513161,0.8698586539818821,0.834301834127806,0.8685768577206027,0.05443677848889362,0.34148790951214725,0.2563963276072663,0.41923916792202454,0.9507905071076469,0.8871644057971836,0.26222502765132166,0.5735035743521537,0.30875797363651314,0.9764976035043954,0.8488650400866977,0.47827015495946373,0.09613138041822598,0.18703753600050235,0.8215072346953167,0.7341565765685074,0.7410747321031592,0.2582979385042011,0.9546632601897125,0.8309368144214045,0.767726690498979
glcm_Id,0.11963324718153036,0.3880818273486241,0.453335402804791,0.4270107207913499,0.4878582139749482,0.514265715851063,0.2986213358853297,0.4270106704700972,0.3961958957253102,0.08716946409989114,0.5954120663429732,0.4289410450788081,0.2207216740122437,0.7011869955286831,0.2885509192631091,0.7554986312888359,0.71412167688678,0.4677936011274906,0.4714382828224639,0.729301062562336,0.887996030427075,0.7046212356255119,0.46817628837501246,0.4289410450788081,0.28458369209182627,0.6951896090089679,0.34408914274893104,0.5866302478671424,0.4307260652515036,0.9161308632020023,0.741906551978285,0.967811681396722,0.9960704898399141,0.9151917622346067,1.0,0.9982306965644636,0.924315510493418,0.976320256948346,0.7859329180854198,0.6651855641767385,0.9987797834399786,0.25263750313887057,0.6219989451775757,0.753819980816924,0.9229109134171466,0.5840337699089616,0.25261155583531236,0.06965615465902156,0.05065937352555788,0.27569939592486276,0.29856858778866513,0.009251385057666765,0.2569822284117706,0.9272903487282043,0.8547069335773301,0.8214395800959393,0.23113943543148974,0.12987982083437488,0.9923135456444278,0.9942158578788451,0.24190018368228555,0.477129472391933,0.615152165296963,0.9941751029580046,0.8988708239581121,0.36039052203868294,0.2883400753662121,0.04093662388169531,0.26350212445676635,0.9831416630619845,0.6632540071674268,0.19032164914258778,0.2302454312599852,0.16397549097518488,0.333738170594664,0.9930895736619119,0.990816552492429,0.9807487699272402,0.9904842786296126,0.11214653601068504,0.32028523670603326,0.10818110692942805,0.267369259873019,0.9380313209958977,0.8053302154821613,0.10714307127625838,0.6292877360110414,0.19044368885934923,0.9776025394159207,0.9886940133949106,0.38734046307524245,0.052204400896145114,0.2656561320827455,0.9781118138268157,0.9103776585987653,0.8923355678665165,0.22805082805288107,0.9912762301158806,0.8390623976939959,0.7553370236895071
glcm_Idm,0.10846709660058355,0.3699948208043489,0.43574387368446443,0.4118350850004297,0.4768137430463724,0.5024803863382744,0.2819071416005718,0.41183507378457423,0.3915163245824591,0.06990371775260117,0.5972522584917206,0.41384942077855924,0.20382363815483143,0.7144754535812442,0.2838017386861815,0.7498648400105951,0.7268966847793744,0.4638417895818243,0.46833579289936333,0.7352227683409646,0.8860652998426897,0.7181333630114473,0.46425030451129234,0.41384942077855924,0.27363293510591624,0.7206709926400798,0.3511270109571224,0.6123525100713968,0.44968581994914136,0.8916131650473621,0.7241306641896802,0.9513874672010276,0.9891908318006873,0.8906201961297063,0.9982306965644636,1.0,0.9007476219981808,0.9618715695171508,0.8012767034336191,0.6555327181375096,0.9998827805567616,0.25884651515910123,0.6193546515045477,0.7464733430862426,0.9098797367352734,0.5843784555631669,0.25870163592772494,0.07607921717512378,0.0808344630864734,0.2523030336108776,0.28572800692542677,0.040006840376081904,0.26672000376226934,0.9461770067766329,0.877670078164983,0.8421159335555268,0.21962792636320658,0.1082877718317968,0.9873046011499297,0.99313756386026,0.2337022154304716,0.46565039773695477,0.6286977675254584,0.9952715891068822,0.9211697801751344,0.33898077011973904,0.27695479320213495,0.07110437159539018,0.273270536244919,0.9907129593516651,0.6764595094809208,0.20293658374735532,0.21972686639384237,0.18134997728341584,0.31542548926933267,0.9951173375244393,0.9947479874149611,0.9891777226386717,0.9945743718249699,0.12081028397201166,0.31018092010099174,0.08506629703840562,0.2427916750482099,0.9229809949566846,0.7790220148682983,0.08502855256739948,0.6350892128757696,0.17129106770240426,0.9636687557337626,0.9957104681896568,0.36670537914114343,0.08216929484965202,0.27543702934187614,0.988387059792813,0.9263631777632795,0.9041473970454573,0.21780075802472723,0.9822686260834613,0.8282777947912668,0.7413064516116369
glcm_Idmn,0.17502658091317505,0.4737604071444688,0.5311457844981247,0.49122566851052696,0.5331594985059525,0.5600599142089768,0.38115697321140507,0.491225291588217,0.41146919726422326,0.20537612042625364,0.5715959602592745,0.49262749542750184,0.2681567285121525,0.5962263268720331,0.2476422152470723,0.7517072616585779,0.6101342607278366,0.4885225443558476,0.4881803857825382,0.6197614419214628,0.8398173579824928,0.5979294509222647,0.4887260118393621,0.49262749542750184,0.28920929506256404,0.5143643848473087,0.280417802389299,0.41406241655982057,0.317107301892114,0.9997409820471314,0.8102000373776096,0.9903349811479655,0.9536393384829097,0.999512033304337,0.924315510493418,0.9007476219981808,1.0,0.9844731905359894,0.6412522770914197,0.67898577282831,0.9048932091962526,0.19606409440540107,0.5514124568726037,0.7071897878844011,0.9248949590486033,0.4956326145529979,0.19657822891037494,0.06434829608620714,0.10266063058662914,0.3929748656599594,0.3137550765686752,0.14359661047290456,0.18153477974945076,0.7400535218150079,0.6558399166236056,0.6368583503156993,0.2696317362300692,0.26024599714995533,0.9357387754897513,0.9129874100439449,0.26715923469035285,0.49551100742085513,0.5070564941474689,0.9001486401464901,0.6960297893576464,0.4565867770926685,0.2953510142044511,0.11054089670631119,0.18743550993057628,0.8525508420909611,0.5337824385683884,0.10949729394595203,0.2626878639505545,0.07977479150846918,0.4250146673723976,0.8935710824768379,0.8803803656517805,0.8455255368763942,0.8791337067168583,0.05511152412805403,0.34283591759549226,0.24726974515510028,0.4075875721981456,0.9544236987310377,0.8911335637130577,0.2481059507314153,0.5704430338674644,0.3007277386935308,0.9817473981029643,0.8603685877377059,0.4760596135844724,0.09884432459745802,0.18936263863722336,0.8330778525252583,0.7447389871863818,0.7505256202238874,0.258971389767562,0.9614175898614682,0.836189148201417,0.7704070263779671
glcm_Idn,0.15552012531983928,0.4445192500983977,0.5062756896711387,0.4716326512511682,0.5196878477296036,0.5474611748035357,0.35213735363532433,0.47163243306604385,0.4078793499337916,0.15303843852008853,0.5842612396606676,0.4732571506943737,0.2616234422538564,0.645345985233109,0.28108947000413714,0.7621655437274855,0.65936054584479,0.4804833869357373,0.48150513699892045,0.6828143128675632,0.8739781541406773,0.6478539284315674,0.48076640540771143,0.4732571506943737,0.3019914403073938,0.5953224840385289,0.31189101412011394,0.4892506482928775,0.3637024074847663,0.9803810620292384,0.7913337152927536,0.9993042662824185,0.9913052892434652,0.9797729948495387,0.976320256948346,0.9618715695171508,0.9844731905359894,1.0,0.7135904841177139,0.6841883803403234,0.9646484312030369,0.22415806547233671,0.6013164219081949,0.7482530827032668,0.9422281946157233,0.5527973675745372,0.2245010696747534,0.05852444845703433,0.046264154531666074,0.35064070540650666,0.32237583975577944,0.08836930929401154,0.21685273300605673,0.8349246180469256,0.7523727359276351,0.727304572214045,0.2614783027513743,0.20669280244409824,0.9799682031347654,0.9676407020218649,0.26236552125747853,0.5004284884078107,0.5580899778795868,0.9600176727698879,0.7961203164825608,0.42515996798979566,0.3072043513065113,0.05537383321835993,0.22310559236761165,0.9268979226657224,0.5992875862978105,0.143727356795583,0.25703619467094735,0.10964768070077001,0.39228893553774113,0.955680094291001,0.9468543352057913,0.9216486364477491,0.9459768801653492,0.07996387570509772,0.343041641363561,0.19018542945626227,0.3519767148985527,0.9654263491264485,0.873011262278579,0.18860483281211568,0.6005023430997084,0.2567792423865977,0.9991586022233161,0.9340328064443825,0.4483976455278227,0.04366868097941183,0.2251602312818463,0.912918244628388,0.829724219265463,0.8259505223236497,0.2539223195606007,0.9939839151368243,0.8535463442034044,0.7811034548725725
